[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.] 
[-0.19999999  0.075       0.1525    ],[-0.20011018  0.07502867  0.33999065],[-0.30122975  0.11672701  0.48229378],[-0.42546266  0.16795351  0.6571219 ],[-0.48380807  0.16276497  0.82652235],[-0.57862091  0.09607181  1.02539337],[-0.56583726  0.14659208  1.11961472]
[-0.19999999  0.075       0.1525    ],[-0.20011355  0.07503163  0.3399902 ],[-0.3001796   0.11313377  0.48403496],[-0.42311943  0.15994319  0.66100192],[-0.49301815  0.1667996   0.8259117 ],[-0.59291369  0.11155406  1.02580202],[-0.59572476  0.17463672  1.11301482]
[-0.19999999  0.075       0.1525    ],[-0.20012994  0.07504358  0.33998775],[-0.30218974  0.11543581  0.48199058],[-0.42758334  0.16506073  0.65645313],[-0.51669967  0.18433526  0.81077313],[-0.6426326   0.14488111  0.99937695],[-0.65216774  0.21280792  1.08237374]
[-0.19999999  0.075       0.1525    ],[-0.20013572  0.07502472  0.33998737],[-0.30832618  0.09899096  0.48117137],[-0.4412517   0.12843496  0.65462846],[-0.53558391  0.13543862  0.80687922],[-0.65009201  0.07897256  0.99841493],[-0.69274145  0.14768164  1.06950426]
[-0.19999999  0.075       0.1525    ],[-0.200147    0.07500026  0.33998582],[-0.31665149  0.08084078  0.47638258],[-0.45979306  0.08801433  0.64396119],[-0.55864078  0.07880838  0.79319948],[-0.66566473  0.0041873   0.98284   ],[-0.72582597  0.06361771  1.04948938]
[-0.19999999  0.075       0.1525    ],[-0.20013748  0.07500713  0.33998773],[-0.30029124  0.07806461  0.48889339],[-0.42334428  0.08182105  0.67183238],[-0.52614564  0.08715802  0.81857347],[-0.65037417  0.02865533  1.00332379],[-0.7004056   0.09640557  1.07040846]
[-0.19999999  0.075       0.1525    ],[-0.20014209  0.07503381  0.33998609],[-0.3043929   0.0956496   0.48461968],[-0.43248075  0.12097918  0.66231292],[-0.54228091  0.14807752  0.80138004],[-0.686315    0.11704925  0.97823918],[-0.73121059  0.19448885  1.03808141]
[-0.19999999  0.075       0.1525    ],[-0.20015036  0.07505953  0.33998299],[-0.31165409  0.11436509  0.47500944],[-0.44865543  0.16265899  0.64090526],[-0.56460398  0.20965733  0.76926845],[-0.72531164  0.20515929  0.93401325],[-0.75476825  0.28844672  0.99556875]
[-0.19999999  0.075       0.1525    ],[-0.20014134  0.07505828  0.33998513],[-0.30194682  0.11045921  0.48349124],[-0.42703137  0.15395536  0.65979987],[-0.53629863  0.20121914  0.79380435],[-0.68918234  0.19720457  0.96584743],[-0.70312804  0.27766079  1.03603208]
[-0.19999999  0.075       0.1525    ],[-0.20012385  0.07502846  0.33998942],[-0.28845769  0.09055588  0.49545741],[-0.39698765  0.10963374  0.68645424],[-0.4941121   0.13467151  0.83501458],[-0.61829245  0.10090935  1.02587247],[-0.62520742  0.176651    1.10208857]
[-0.19999999  0.075       0.1525    ],[-0.20010586  0.07501127  0.33999258],[-0.27116984  0.07738894  0.50479698],[-0.3584803   0.08031055  0.70725703],[-0.44260308  0.09194428  0.8651129 ],[-0.53667605  0.04248009  1.06929684],[-0.54987687  0.11873982  1.14415503]
[-0.19999999  0.075       0.1525    ],[-0.20010459  0.0750094   0.33999231],[-0.27551836  0.07867599  0.50282758],[-0.36817306  0.08318032  0.70286995],[-0.45351282  0.09394222  0.86013347],[-0.54772961  0.04369663  1.06406164],[-0.56645977  0.11951389  1.13818645]
[-0.19999999  0.075       0.1525    ],[-0.20014358  0.07501872  0.33998653],[-0.3033365   0.08194648  0.48666877],[-0.43012443  0.09045928  0.66687661],[-0.54409921  0.10598736  0.80435103],[-0.68442231  0.06028876  0.98101175],[-0.70820576  0.13441947  1.05539238]
[-0.19999999  0.075       0.1525    ],[-0.20015103  0.07501484  0.33998513],[-0.30835453  0.08083785  0.48305765],[-0.44129968  0.08799297  0.65883332],[-0.5591526   0.10193659  0.79317135],[-0.70558876  0.05412051  0.96422225],[-0.73234719  0.12666205  1.03915691]
[-0.19999999  0.075       0.1525    ],[-0.20015574  0.07502887  0.33998322],[-0.30919126  0.08418246  0.48224458],[-0.4431611   0.09543169  0.65702462],[-0.57588083  0.12686467  0.77333844],[-0.74495542  0.10150354  0.92748052],[-0.77669299  0.18172142  0.99191117]
[-0.19999999  0.075       0.1525    ],[-0.20017292  0.0750365   0.33997861],[-0.31857783  0.08482035  0.4744885 ],[-0.4640643   0.09684536  0.6397506 ],[-0.61334765  0.14156786  0.72832936],[-0.8132959   0.13359085  0.84211856],[-0.8483693   0.21469602  0.90364355]
[-0.19999999  0.075       0.1525    ],[-0.20017518  0.07504211  0.33997717],[-0.32362708  0.0877552   0.4696129 ],[-0.47531599  0.10338039  0.62888932],[-0.62885439  0.15284233  0.70706618],[-0.83936048  0.15219265  0.80022669],[-0.87190753  0.22930092  0.86796504]
[-0.19999999  0.075       0.1525    ],[-0.20018332  0.07504009  0.33997503],[-0.33013892  0.08653233  0.4632045 ],[-0.48982126  0.10065749  0.61461395],[-0.64771867  0.15031905  0.6834197 ],[-0.86402065  0.15026926  0.76220053],[-0.90649253  0.22923467  0.82181698]
[-0.19999999  0.075       0.1525    ],[-0.20017079  0.07504788  0.33997807],[-0.31527328  0.08972319  0.47688755],[-0.45670283  0.10775929  0.64509732],[-0.60702193  0.16493224  0.72426659],[-0.8130222   0.17371741  0.82662928],[-0.84985781  0.25954548  0.8802045 ]
[-0.19999999  0.075       0.1525    ],[-0.20016661  0.07505145  0.33997831],[-0.31641343  0.09025188  0.47586125],[-0.45924953  0.10893463  0.64280939],[-0.60396445  0.17678516  0.72396415],[-0.81053746  0.2015844   0.82248408],[-0.83812052  0.28591305  0.88348681]
[-0.19999999  0.075       0.1525    ],[-0.20017169  0.07506107  0.33997679],[-0.3200928   0.09306407  0.47227338],[-0.4674446   0.11519206  0.63481754],[-0.61333734  0.19022572  0.70704895],[-0.82697177  0.22820953  0.7839399 ],[-0.85377336  0.30847198  0.85052198]
[-0.19999999  0.075       0.1525    ],[-0.20017216  0.07505126  0.33997664],[-0.32297841  0.09108387  0.46985736],[-0.47387505  0.11078931  0.6294347 ],[-0.62351918  0.17843375  0.70129055],[-0.83914065  0.20589472  0.77710831],[-0.86227149  0.27777243  0.85386789]
[-0.19999999  0.075       0.1525    ],[-0.20016597  0.07508797  0.33997327],[-0.32538354  0.11129513  0.46332312],[-0.47924471  0.15579329  0.61487895],[-0.61941361  0.2601876   0.65472448],[-0.8324765   0.33879867  0.69240499],[-0.84949028  0.42314154  0.75713748]
[-0.19999999  0.075       0.1525    ],[-0.20014332  0.07510497  0.33997634],[-0.30264801  0.12288815  0.47932255],[-0.42859864  0.18160783  0.65052462],[-0.55363894  0.29885548  0.70297903],[-0.75312018  0.39665204  0.76328874],[-0.75981438  0.48967236  0.81710321]
[-0.19999999  0.075       0.1525    ],[-0.20014219  0.07510292  0.33997652],[-0.30220634  0.12487824  0.47894788],[-0.42761552  0.18604441  0.64969015],[-0.5568971   0.2989783   0.70132613],[-0.75921059  0.38907024  0.76415157],[-0.77327114  0.48774841  0.80487818]
[-0.19999999  0.075       0.1525    ],[-0.20017011  0.07507683  0.33996955],[-0.33199051  0.11378611  0.45541438],[-0.49396837  0.16135646  0.59726608],[-0.65050668  0.24758261  0.58322233],[-0.87400633  0.29672396  0.55810297],[-0.91838759  0.39475274  0.5619157 ]
[-0.19999999  0.075       0.1525    ],[-0.2001802   0.07504737  0.33996639],[-0.35505909  0.09477559  0.42841282],[-0.54537535  0.11902346  0.53710258],[-0.70635837  0.1781598   0.48491147],[-0.92084962  0.19050352  0.40220922],[-0.98213708  0.27889529  0.3972646 ]
[-0.19999999  0.075       0.1525    ],[-0.20018563  0.07502996  0.33996603],[-0.35951024  0.07234821  0.42247561],[-0.55529219  0.06906258  0.523871  ],[-0.71833736  0.1238333   0.47335142],[-0.93039328  0.13288453  0.38418806],[-1.00163007  0.21186063  0.40097043]
[-0.19999999  0.075       0.1525    ],[-0.20018262  0.07502562  0.33996731],[-0.34999168  0.06605019  0.43834171],[-0.53407913  0.05503111  0.55922294],[-0.69994539  0.10678139  0.51510549],[-0.91919762  0.10898092  0.44494817],[-0.98699731  0.19188839  0.45604882]
[-0.19999999  0.075       0.1525    ],[-0.2001875   0.07500882  0.33996692],[-0.35293663  0.06178635  0.43320259],[-0.54063624  0.04554416  0.54777533],[-0.71340197  0.06849051  0.50579888],[-0.93419927  0.03203223  0.45179999],[-1.01101351  0.10745945  0.44977459]
[-0.19999999  0.075       0.1525    ],[-0.20019607  0.07500235  0.33996615],[-0.35728025  0.05984162  0.42537016],[-0.55030763  0.04121623  0.530325  ],[-0.72679001  0.0563876   0.50276995],[-0.94857126  0.0103575   0.46165258],[-1.02949452  0.08049951  0.47284925]
[-0.19999999  0.075       0.1525    ],[-0.20019096  0.0750359   0.33996642],[-0.35817227  0.08538986  0.42443013],[-0.55230117  0.09811747  0.52822888],[-0.72305715  0.14480487  0.49997425],[-0.94687897  0.14131863  0.44621238],[-1.01703823  0.22035407  0.46682209]
[-0.19999999  0.075       0.1525    ],[-0.20018184  0.07504417  0.33996564],[-0.36155221  0.09194183  0.41659826],[-0.55984712  0.11271229  0.51077682],[-0.71783721  0.1706402   0.44897109],[-0.92662323  0.18156867  0.35259682],[-0.99369454  0.26549396  0.35977519]
[-0.19999999  0.075       0.1525    ],[-0.20017186  0.07505012  0.33996695],[-0.35161942  0.09312048  0.43450412],[-0.53771859  0.11533267  0.55067325],[-0.69008696  0.18290135  0.48467675],[-0.89562058  0.20650439  0.38368851],[-0.95667756  0.29511893  0.38732019]
[-0.19999999  0.075       0.1525    ],[-0.20016666  0.07505255  0.33996701],[-0.35227102  0.09705126  0.43259802],[-0.53917646  0.1240909   0.546426  ],[-0.68612987  0.19412048  0.47133866],[-0.88490224  0.22099859  0.35834637],[-0.94494402  0.31036973  0.35955879]
[-0.19999999  0.075       0.1525    ],[-0.20017157  0.07503819  0.33996648],[-0.35842144  0.07517114  0.42456564],[-0.55288088  0.07534672  0.52852434],[-0.69936991  0.14543924  0.45259807],[-0.89482981  0.17331026  0.33419439],[-0.95740342  0.26086652  0.33766651]
[-0.19999999  0.075       0.1525    ],[-0.20016767  0.07504413  0.33996671],[-0.36053494  0.07068196  0.42036647],[-0.55759597  0.06533913  0.51916379],[-0.69662642  0.15379691  0.4485828 ],[-0.88192582  0.21092445  0.32447392],[-0.94352317  0.2975277   0.34177107]
[-0.19999999  0.075       0.1525    ],[-0.20016254  0.07504102  0.33996642],[-0.37273979  0.06626372  0.38833779],[-0.58480811  0.05549898  0.44778988],[-0.70968592  0.14496195  0.35538912],[-0.86854249  0.20505947  0.19996367],[-0.92843795  0.29451281  0.20203474]
[-0.19999999  0.075       0.1525    ],[-0.19983248  0.07496467  0.34005803],[-0.37783208  0.06186536  0.35956076],[-0.59645516  0.04581203  0.38344508],[-0.70167792  0.11688548  0.25702906],[-0.82776129  0.14891201  0.06726865],[-0.8806864   0.23873356  0.04051907]
[-0.19999999  0.075       0.1525    ],[-0.20016068  0.07501941  0.33996746],[-0.37767398  0.06470215  0.36406314],[-0.59581089  0.05203547  0.39369905],[-0.72414786  0.09658712  0.27673036],[-0.87820137  0.09212286  0.10570591],[-0.94112897  0.17379943  0.07467637]
[-0.19999999  0.075       0.1525    ],[-0.20016631  0.07499003  0.33996665],[-0.37123647  0.03511959  0.3766166 ],[-0.58145678 -0.013864    0.42167544],[-0.72173387  0.00678778  0.31198156],[-0.88298023 -0.0266503   0.15110081],[-0.95959949  0.04332934  0.12236047]
[-0.19999999  0.075       0.1525    ],[-0.20015369  0.07499444  0.33996803],[-0.36887509  0.03217582  0.38354352],[-0.57620573 -0.02042806  0.43710607],[-0.70068806  0.01147012  0.31210899],[-0.83661211 -0.00389684  0.12692934],[-0.9104144   0.06820558  0.09613641]
[-0.19999999  0.075       0.1525    ],[-0.20014052  0.07501985  0.33996955],[-0.37511173  0.06152196  0.37742552],[-0.59011728  0.04494839  0.42346925],[-0.6894685   0.09965262  0.28463471],[-0.80309963  0.10917923  0.08463248],[-0.85715508  0.19398892  0.04617292]
[-0.19999999  0.075       0.1525    ],[-0.19932963  0.07481786  0.34014231],[-0.37709507  0.07839303  0.36549899],[-0.59535885  0.08278744  0.39647064],[-0.69924259  0.14598081  0.26501939],[-0.82978332  0.16439569  0.07673761],[-0.87411296  0.25478828  0.03888624]
[-0.19999999  0.075       0.1525    ],[-0.19926298  0.07478987  0.34013423],[-0.37789577  0.08065833  0.35946065],[-0.59697294  0.08773693  0.38308427],[-0.70642942  0.14789194  0.25461671],[-0.84228897  0.16294314  0.06969798],[-0.90261668  0.24793695  0.04276001]
[-0.19999999  0.075       0.1525    ],[-0.20014359  0.0750342   0.3399691 ],[-0.3774893   0.07770437  0.36718598],[-0.59541464  0.0809994   0.40065145],[-0.69312227  0.14609721  0.26517814],[-0.81274736  0.16760872  0.069654  ],[-0.87923551  0.24969091  0.0487847 ]
[-0.19999999  0.075       0.1525    ],[-0.20014872  0.0750359   0.33996803],[-0.37283427  0.0795789   0.38853154],[-0.58503169  0.08517393  0.44822183],[-0.69423556  0.15131885  0.3223756 ],[-0.83886594  0.17248143  0.14450926],[-0.90498483  0.25713694  0.13706136]
[-0.19999999  0.075       0.1525    ],[-0.2001504   0.07503458  0.33996788],[-0.37336922  0.07593986  0.38680643],[-0.58622235  0.07706507  0.4443773 ],[-0.69565034  0.14380559  0.31904021],[-0.83912468  0.16603719  0.140367  ],[-0.91205585  0.24494728  0.14728843]
[-0.19999999  0.075       0.1525    ],[-0.19970652  0.07488089  0.34006351],[-0.37759387  0.08073849  0.36378431],[-0.5960201   0.08784369  0.39287752],[-0.68232238  0.1554679   0.25114065],[-0.79595143  0.17883626  0.05250821],[-0.86664885  0.25992668  0.04864898]
[-0.19999999  0.075       0.1525    ],[-0.20015393  0.07501635  0.33996826],[-0.37703943  0.05599724  0.36338899],[-0.59440422  0.03264001  0.39219275],[-0.71087205  0.08404857  0.2659803 ],[-0.85389167  0.08702566  0.0855956 ],[-0.93441767  0.15843695  0.08247374]
[-0.19999999  0.075       0.1525    ],[-0.20016471  0.07500967  0.33996671],[-0.37129989  0.05088993  0.38823143],[-0.58159745  0.02126302  0.44755691],[-0.71593696  0.06598039  0.33759958],[-0.88142741  0.06054717  0.17764594],[-0.96474326  0.12844042  0.18417788]
[-0.19999999  0.075       0.1525    ],[-0.20016     0.07501463  0.33996719],[-0.37216851  0.05299255  0.38608792],[-0.58353823  0.02594486  0.44277823],[-0.71147585  0.07661822  0.32787937],[-0.87091637  0.07855982  0.16181618],[-0.95156264  0.14976041  0.16632588]
[-0.19999999  0.075       0.1525    ],[-0.20015678  0.07501058  0.33996773],[-0.37386656  0.05004483  0.37738988],[-0.58732742  0.01937932  0.42339426],[-0.70893085  0.06726559  0.3006871 ],[-0.85746038  0.06584509  0.12479252],[-0.93492526  0.13969524  0.11299834]
[-0.19999999  0.075       0.1525    ],[-0.20013678  0.07504518  0.33996889],[-0.37591681  0.07620794  0.37603691],[-0.59191453  0.07765756  0.42037138],[-0.67639446  0.17206579  0.29353547],[-0.7909832   0.23346794  0.10352606],[-0.83435065  0.33041447  0.08579599]
[-0.19999999  0.075       0.1525    ],[-0.20010325  0.07507127  0.33997336],[-0.37654382  0.08019635  0.3723208 ],[-0.59334242  0.0865245   0.41206604],[-0.64763421  0.18729623  0.27410603],[-0.72542691  0.25737181  0.06905939],[-0.74245954  0.35932431  0.03893583]
[-0.19999999  0.075       0.1525    ],[-0.20011003  0.07503624  0.33997253],[-0.37016606  0.07875685  0.39716336],[-0.57911766  0.08334395  0.46744344],[-0.63078058  0.15913078  0.31341195],[-0.70937264  0.19360119  0.09978249],[-0.70724201  0.28710687  0.04643453]
[-0.19999999  0.075       0.1525    ],[-0.19974203  0.07487691  0.34009343],[-0.36998406  0.08042535  0.39704475],[-0.5790081   0.08718982  0.46692264],[-0.61880517  0.16131809  0.308745  ],[-0.6836791   0.19402938  0.09052352],[-0.66083878  0.28292403  0.03431849]
[-0.19999999  0.075       0.1525    ],[-0.2001116   0.0750448   0.33997142],[-0.37040079  0.07743923  0.39653894],[-0.57963908  0.08040237  0.46605173],[-0.63274086  0.18022709  0.32693774],[-0.71665335  0.24915722  0.12393416],[-0.69197619  0.3447513   0.08096189]
[-0.19999999  0.075       0.1525    ],[-0.20011325  0.07505839  0.3399702 ],[-0.37043583  0.08061863  0.39621833],[-0.57971406  0.08747773  0.46533686],[-0.62610841  0.21225017  0.34527194],[-0.70382226  0.31912968  0.15674916],[-0.68205369  0.42173898  0.13243574]
[-0.19999999  0.075       0.1525    ],[-0.20011386  0.07504127  0.33997092],[-0.37100625  0.05253717  0.38991702],[-0.5809862   0.02491434  0.45129305],[-0.63329458  0.14558896  0.32948387],[-0.7102986   0.24605531  0.13717993],[-0.7124753   0.35198069  0.11797523]
[-0.19999999  0.075       0.1525    ],[-0.20012802  0.0750186   0.33997005],[-0.36489895  0.02411423  0.38960344],[-0.5673663  -0.03840672  0.45059645],[-0.65392947  0.06480264  0.33231488],[-0.76364917  0.1416405   0.14506984],[-0.79408979  0.24331166  0.12690413]
[-0.19999999  0.075       0.1525    ],[-0.20013969  0.075016    0.33996874],[-0.36518812  0.02014698  0.38414288],[-0.56800216 -0.04724623  0.43843073],[-0.67242205  0.05080152  0.33064187],[-0.80315924  0.12223865  0.15512097],[-0.84103775  0.22210467  0.14149833]
[-0.19999999  0.075       0.1525    ],[-0.20014176  0.07503904  0.33996838],[-0.36405659  0.04978494  0.40850586],[-0.56547165  0.01877974  0.49272376],[-0.6649887   0.1311833   0.39475581],[-0.80039471  0.2214482   0.23190233],[-0.83402443  0.32359523  0.22654054]
[-0.19999999  0.075       0.1525    ],[-0.20013011  0.07506388  0.33996868],[-0.36355883  0.07742718  0.41405869],[-0.56437045  0.08035733  0.50509632],[-0.64140177  0.21017186  0.40840042],[-0.7564739   0.32567102  0.24585226],[-0.7816186   0.43032667  0.24876828]
[-0.19999999  0.075       0.1525    ],[-0.20014152  0.07506499  0.33996779],[-0.36294723  0.07930252  0.41532797],[-0.56299722  0.0845347   0.50792837],[-0.65606612  0.2111426   0.42164829],[-0.78284025  0.32505053  0.26686549],[-0.82461977  0.42341188  0.28002366]
[-0.19999999  0.075       0.1525    ],[-0.20015042  0.0750728   0.33996856],[-0.35084987  0.07609804  0.43740189],[-0.53602302  0.07738326  0.55711609],[-0.64368749  0.21482453  0.51646572],[-0.79780161  0.35169667  0.41390586],[-0.83024007  0.44824317  0.44883472]
[-0.19999999  0.075       0.1525    ],[-0.2001458   0.07508303  0.33996919],[-0.35063499  0.07882982  0.43766695],[-0.535546    0.08346132  0.55770415],[-0.62994528  0.23435885  0.53644872],[-0.77206802  0.39625832  0.45525604],[-0.78828168  0.49377382  0.49793169]
[-0.19999999  0.075       0.1525    ],[-0.2001541   0.07505797  0.33996749],[-0.36420488  0.05292539  0.40926227],[-0.5657866   0.02576111  0.49441034],[-0.67429221  0.16281375  0.45471111],[-0.81937194  0.30549842  0.34702283],[-0.8455596   0.40434772  0.38073459]
[-0.19999999  0.075       0.1525    ],[-0.19999999  0.075       0.33999997],[-0.20000005  0.075       0.51950002],[-0.20000005  0.075       0.74000001],[-0.20000006  0.07500001  0.91924995],[-0.20000006  0.00975009  1.13999987],[-0.20000006  0.07500004  1.22565007]
[-0.19999999  0.075       0.1525    ],[-0.20000014  0.0750002   0.33999881],[-0.20000434  0.07500021  0.51949769],[-0.20000958  0.07500012  0.7399978 ],[-0.20001613  0.07499966  0.91924655],[-0.2000242   0.00974932  1.1399951 ],[-0.20002747  0.07499911  1.2256453 ]
[-0.19999999  0.075       0.1525    ],[-0.19999413  0.07500017  0.33999878],[-0.18940553  0.07582694  0.51918298],[-0.17639753  0.07684192  0.73929703],[-0.17772339  0.07765502  0.91853905],[-0.17444517  0.01359228  1.13961053],[-0.17385058  0.07950704  1.22474813]
[-0.19999999  0.075       0.1525    ],[-0.20000146  0.07500219  0.33999869],[-0.18502212  0.07663034  0.5188641 ],[-0.16662131  0.07862988  0.73858595],[-0.19064647  0.07983382  0.91621357],[-0.2049183   0.01793998  1.1374675 ],[-0.22474086  0.08360337  1.22046733]
[-0.19999999  0.075       0.1525    ],[-0.20001224  0.07499954  0.33999848],[-0.18464462  0.07659025  0.51883113],[-0.16576806  0.07854372  0.73851341],[-0.19676141  0.07804329  0.91506225],[-0.20937274  0.0175487   1.13680327],[-0.25578386  0.07451437  1.21550834]
[-0.19999999  0.075       0.1525    ],[-0.19998926  0.0750035   0.33999863],[-0.18260972  0.07959752  0.51859498],[-0.16125946  0.08524122  0.7379868 ],[-0.16519323  0.08525296  0.91719222],[-0.13420978  0.03073842  1.13867712],[-0.18891433  0.07406452  1.22067571]
[-0.19999999  0.075       0.1525    ],[-0.19998044  0.07500705  0.33999854],[-0.1861611   0.07869506  0.51892638],[-0.16918281  0.08322623  0.73872519],[-0.14625217  0.08904207  0.91640681],[-0.09002737  0.03728424  1.1335429 ],[-0.12712     0.08945827  1.22012091]
[-0.19999999  0.075       0.1525    ],[-0.19995269  0.07500827  0.33999735],[-0.18362118  0.07903574  0.51870418],[-0.16355436  0.08398404  0.73823357],[-0.10758074  0.08990248  0.90841806],[-0.03212557  0.0322694   1.11811447],[-0.03149036  0.0980662   1.20334291]
[-0.19999999  0.075       0.1525    ],[-0.19997211  0.07499407  0.33999798],[-0.21086203  0.07209438  0.51914072],[-0.22423621  0.06853129  0.73920768],[-0.16629927  0.06062327  0.90865171],[-0.10573755 -0.01346377  1.11801088],[-0.08841723  0.05070513  1.2027216 ]
[-0.19999999  0.075       0.1525    ],[-0.19997977  0.0749824   0.33999783],[-0.21293259  0.07367434  0.51902139],[-0.2288419   0.07206542  0.73894346],[-0.1754683   0.04449484  0.9078263 ],[-0.13911308 -0.04772455  1.1155808 ],[-0.09778546  0.00418512  1.20038009]
[-0.19999999  0.075       0.1525    ],[-0.19995876  0.07498564  0.33999741],[-0.18423499  0.0739791   0.5188005 ],[-0.16491535  0.07274104  0.73844951],[-0.11246505  0.04822633  0.90809256],[-0.07824624 -0.03969997  1.11805809],[-0.0416701   0.01633531  1.20241308]
[-0.19999999  0.075       0.1525    ],[-0.19992849  0.0749743   0.33999524],[-0.1588182   0.06538057  0.51445282],[-0.10831046  0.0535926   0.72876567],[-0.03666565  0.01627588  0.88878453],[ 0.02155325 -0.08761238  1.0857774 ],[ 0.05624511 -0.03218343  1.17132115]
[-0.19999999  0.075       0.1525    ],[-0.19992787  0.0749522   0.33999425],[-0.1567647   0.05744758  0.51333582],[-0.10373534  0.03593929  0.72627997],[-0.03878105 -0.02104507  0.88333261],[-0.00418591 -0.13804916  1.078529  ],[ 0.03957292 -0.08633009  1.16221762]
[-0.19999999  0.075       0.1525    ],[-0.19994153  0.07496818  0.33999601],[-0.15769684  0.05743781  0.51356465],[-0.10579699  0.0358998   0.72678292],[-5.38143143e-02  2.75019556e-04  8.94592643e-01],[-0.03553818 -0.08991504  1.1055876 ],[-1.92299485e-04 -2.55109239e-02  1.18430400e+00]
[-0.19999999  0.075       0.1525    ],[-0.19992505  0.07497613  0.33999527],[-0.15004605  0.06224946  0.51194781],[-0.08876641  0.04661335  0.72318125],[-0.02595028  0.01681961  0.88840199],[ 0.01466375 -0.07361053  1.09615111],[ 0.04029413 -0.00556464  1.17556357]
[-0.19999999  0.075       0.1525    ],[-0.19995061  0.07496911  0.33999667],[-0.17519034  0.06834438  0.51765114],[-0.14476949  0.0602024   0.73589122],[-0.09072983  0.01395963  0.9004283 ],[-0.07048358 -0.08889578  1.10536325],[-0.03437325 -0.02846104  1.18683219]
[-0.19999999  0.075       0.1525    ],[-0.19995482  0.07496829  0.3399967 ],[-0.17737165  0.06856883  0.5179494 ],[-0.14962563  0.06070334  0.73655599],[-0.09711118  0.01406346  0.90147448],[-0.08464753 -0.08208504  1.11025035],[-0.02897838 -0.03550617  1.18977964]
[-0.19999999  0.075       0.1525    ],[-0.19995679  0.07497955  0.33999747],[-0.17301595  0.06788999  0.51731831],[-0.13991711  0.05917861  0.73514503],[-0.10190822  0.03271858  0.90831023],[-0.11186085 -0.03109321  1.12925375],[-0.05434711  0.01935845  1.20501876]
[-0.19999999  0.075       0.1525    ],[-0.19996506  0.07497998  0.33999774],[-0.17386594  0.06321209  0.51719666],[-0.14180171  0.04875432  0.73487222],[-0.10881504  0.01897546  0.90852755],[-0.12488749 -0.04953476  1.12769771],[-7.09269643e-02  1.14315748e-03  1.20588672e+00]
[-0.19999999  0.075       0.1525    ],[-0.19994834  0.07496877  0.33999667],[-0.16879345  0.06044441  0.51616961],[-0.13051744  0.04259948  0.73258656],[-0.0878416   0.00743593  0.90309572],[-0.08012828 -0.08323691  1.11453462],[-0.04125817 -0.02757189  1.19810629]
[-0.19999999  0.075       0.1525    ],[-0.19996598  0.07498838  0.33999792],[-0.1702123   0.0617795   0.51651919],[-0.13365899  0.04555243  0.73336053],[-0.10637385  0.03631018  0.91028023],[-0.11465858 -0.02494583  1.13201404],[-0.08921286  0.04506395  1.20976174]
[-0.19999999  0.075       0.1525    ],[-0.19995914  0.0749777   0.33999765],[-0.16861001  0.05432754  0.5155254 ],[-0.13009663  0.02895777  0.73114663],[-0.10111378  0.01434277  0.90743297],[-0.11601448 -0.04455245  1.12946022],[-0.07480375  0.0179051   1.20688307]
[-0.19999999  0.075       0.1525    ],[-0.19996852  0.07497954  0.33999783],[-0.17345835  0.05679784  0.51659334],[-0.14088997  0.03446069  0.73352653],[-0.11537161  0.01870527  0.91024977],[-0.13357055 -0.0429195   1.13128865],[-0.10371477  0.02884215  1.20580292]
[-0.19999999  0.075       0.1525    ],[-0.19997334  0.07499617  0.33999833],[-0.17395619  0.0576093   0.51674873],[-0.14199418  0.03625006  0.73387009],[-0.12857781  0.04824284  0.91221392],[-0.16168031  0.02116645  1.13839555],[-0.14488684  0.11172301  1.19417286]
[-0.19999999  0.075       0.1525    ],[-0.20000769  0.07502325  0.33999819],[-0.19709913  0.07300753  0.51946348],[-0.19352701  0.07053393  0.73991978],[-0.20421989  0.10083809  0.91626513],[-0.26665509  0.09560204  1.13776338],[-0.26329815  0.19574484  1.17718041]
[-0.19999999  0.075       0.1525    ],[-0.20004013  0.0750355   0.3399969 ],[-0.22221115  0.08589208  0.5177893 ],[-0.24945109  0.09923258  0.73619401],[-0.28684002  0.13612098  0.9075762 ],[-0.38173831  0.13831486  1.11728597],[-0.38748306  0.24239847  1.14425421]
[-0.19999999  0.075       0.1525    ],[-0.20005356  0.07504171  0.33999619],[-0.22696951  0.08768365  0.51701277],[-0.26003966  0.10321777  0.73446554],[-0.30370831  0.14260374  0.90379471],[-0.40456265  0.14595266  1.11069047],[-0.41535616  0.25061709  1.13355017]
[-0.19999999  0.075       0.1525    ],[-0.20004107  0.0750351   0.3399969 ],[-0.22408924  0.08685254  0.51748341],[-0.25363517  0.10137339  0.73551297],[-0.29172841  0.13718273  0.90696895],[-0.3864224   0.13686647  1.11678207],[-0.39470726  0.24078342  1.14373147]
[-0.19999999  0.075       0.1525    ],[-0.20006076  0.0750429   0.33999559],[-0.23269552  0.09016968  0.51585025],[-0.27279171  0.10875645  0.73187715],[-0.32224101  0.14883025  0.89944589],[-0.42852092  0.15134512  1.10361981],[-0.44450998  0.25711706  1.11588013]
[-0.19999999  0.075       0.1525    ],[-0.20003201  0.07502767  0.33999759],[-0.21284278  0.08136971  0.51892602],[-0.22858343  0.08916323  0.73872584],[-0.25783008  0.11928365  0.91298926],[-0.33846176  0.10876913  1.12833953],[-0.35554606  0.21436684  1.14062154]
