[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.] 
[-0.19999999  0.075       0.1525    ],[-0.20000894  0.07501553  0.33999839],[-0.18860377  0.07130991  0.51909727],[-0.17459433  0.06675881  0.73910391],[-0.18958065  0.08982801  0.91622996],[-0.24467309  0.0643912   1.13827777],[-0.27587467  0.16594489  1.1557945 ]
[-0.19999999  0.075       0.1525    ],[-0.20000064  0.07501633  0.3399983 ],[-0.18694893  0.07098534  0.518978  ],[-0.1709162   0.06603505  0.73883748],[-0.18179913  0.09466896  0.91545063],[-0.23869655  0.08157423  1.13811409],[-0.25564417  0.186609    1.15466642]
[-0.19999999  0.075       0.1525    ],[-0.20003559  0.07505383  0.33999577],[-0.21530028  0.08248167  0.51869011],[-0.23405656  0.09161245  0.73820066],[-0.26895744  0.16433288  0.8982777 ],[-0.36973757  0.22362575  1.0965625 ],[-0.35171556  0.32954657  1.08951867]
[-0.19999999  0.075       0.1525    ],[-0.20006169  0.07507969  0.33999234],[-0.24368879  0.09669661  0.51275694],[-0.29728949  0.12326247  0.72498786],[-0.34540516  0.21559641  0.87089926],[-0.46609765  0.30844927  1.04353201],[-0.43016267  0.4095695   1.03475547]
[-0.19999999  0.075       0.1525    ],[-0.20007491  0.07506703  0.33999279],[-0.25017548  0.09682009  0.51097411],[-0.31173033  0.1235513   0.72101688],[-0.3669565   0.19159999  0.87738055],[-0.49663973  0.26040092  1.05469418],[-0.45441982  0.35877144  1.06628215]
[-0.19999999  0.075       0.1525    ],[-0.20004815  0.07504423  0.3399961 ],[-0.22639769  0.08562411  0.51723385],[-0.25877181  0.09862567  0.7349574 ],[-0.29878566  0.14748138  0.90271419],[-0.40770334  0.18202877  1.10254538],[-0.38281673  0.28458098  1.12392926]
[-0.19999999  0.075       0.1525    ],[-0.20005727  0.07504721  0.33999494],[-0.22722146  0.08107133  0.51732314],[-0.26059783  0.08847757  0.73515654],[-0.31912285  0.14988384  0.89306474],[-0.44494963  0.18894275  1.08182967],[-0.43933505  0.2963773   1.08628929]
[-0.19999999  0.075       0.1525    ],[-0.20007326  0.07505646  0.33999345],[-0.2391184   0.08251074  0.51503271],[-0.28709155  0.09167502  0.73005599],[-0.35111687  0.16222651  0.88189107],[-0.48744124  0.22012228  1.05811393],[-0.46763173  0.32584721  1.06295419]
[-0.19999999  0.075       0.1525    ],[-0.20004907  0.07503821  0.33999655],[-0.22366138  0.07966161  0.51787531],[-0.25267297  0.08534543  0.73638469],[-0.29413027  0.13060117  0.90479958],[-0.4027611   0.15621425  1.10612702],[-0.38555691  0.26068324  1.12571859]
[-0.19999999  0.075       0.1525    ],[-0.20001571  0.07501851  0.3399983 ],[-0.2039109   0.07570232  0.51945472],[-0.20869799  0.07654433  0.73990059],[-0.22057796  0.09266622  0.91802752],[-0.29207578  0.08053837  1.13649738],[-0.27465093  0.18174334  1.1688627 ]
[-0.19999999  0.075       0.1525    ],[-0.20000505  0.07500251  0.33999878],[-0.20380494  0.07576732  0.51945567],[-0.20847364  0.07670714  0.73990506],[-0.20866279  0.06861441  0.91897094],[-0.26809275  0.03122948  1.13819242],[-0.24063574  0.12508731  1.18325162]
[-0.19999999  0.075       0.1525    ],[-0.20000881  0.07499     0.3399986 ],[-0.208367    0.0766927   0.51929319],[-0.21863522  0.07878318  0.73954618],[-0.21429481  0.04620964  0.91575688],[-0.26954666 -0.01793141  1.12981665],[-0.23629354  0.06872696  1.18438816]
[-0.19999999  0.075       0.1525    ],[-0.19998001  0.07497735  0.33999804],[-0.187978    0.07234682  0.51907301],[-0.17323254  0.06911277  0.73905623],[-0.14789775  0.02771278  0.91161007],[-0.17319342 -0.05590822  1.12457776],[-0.14761241  0.03111867  1.18259013]
[-0.19999999  0.075       0.1525    ],[-0.19996096  0.07499047  0.3399978 ],[-0.1694048   0.06905934  0.51677537],[-0.13186547  0.06177262  0.73393261],[-0.09489529  0.04455231  0.90848196],[-0.09136221 -0.02642382  1.12742651],[-0.09815772  0.06885071  1.17712593]
[-0.19999999  0.075       0.1525    ],[-0.1999523   0.07499994  0.33999732],[-0.1580562   0.06635306  0.51432246],[-0.10658626  0.05573092  0.72846437],[-0.07293302  0.06109907  0.90444499],[-0.06449004  0.01200633  1.12917829],[-0.08848706  0.10858093  1.17030001]
[-0.19999999  0.075       0.1525    ],[-0.19997337  0.0750095   0.3399983 ],[-0.17402679  0.07022784  0.5175482 ],[-0.14215097  0.06435452  0.73565054],[-0.12394027  0.07724518  0.91350651],[-0.1409117   0.04170294  1.14029968],[-0.15885015  0.14303312  1.17198467]
[-0.19999999  0.075       0.1525    ],[-0.19998002  0.07500674  0.33999828],[-0.17706887  0.07046202  0.51797163],[-0.14892279  0.06487952  0.73659486],[-0.13226794  0.07497541  0.9147833 ],[-0.15261847  0.03698888  1.14090192],[-0.16752644  0.13802615  1.17500043]
[-0.19999999  0.075       0.1525    ],[-0.19997059  0.075009    0.33999825],[-0.17189912  0.06993662  0.51721632],[-0.13741279  0.06370612  0.73491108],[-0.11772829  0.07648517  0.91261792],[-0.13167283  0.03993451  1.13945699],[-0.15137376  0.1407015   1.17188215]
[-0.19999999  0.075       0.1525    ],[-0.19997364  0.07499152  0.33999822],[-0.176458    0.06654504  0.51774883],[-0.14756827  0.05616864  0.73610026],[-0.12192804  0.0395205   0.91272455],[-0.1387974  -0.02458438  1.13316357],[-0.13511014  0.07213607  1.18033409]
[-0.19999999  0.075       0.1525    ],[-0.19996451  0.07498412  0.33999786],[-0.17485423  0.06517284  0.51745915],[-0.14400494  0.05311897  0.73545617],[-0.11483609  0.03351495  0.91122782],[-0.12044701 -0.04092867  1.12897563],[-0.13123551  0.05390924  1.1788044 ]
[-0.19999999  0.075       0.1525    ],[-0.19997379  0.07499242  0.33999833],[-0.17628747  0.06813921  0.51779461],[-0.14718814  0.05971938  0.73620307],[-0.11963941  0.04580193  0.91277611],[-0.12227058 -0.02536011  1.13167536],[-0.14214574  0.06823464  1.18105662]
[-0.19999999  0.075       0.1525    ],[-0.19996199  0.07498166  0.33999774],[-0.172571    0.06525248  0.51712531],[-0.13892025  0.05329861  0.7347132 ],[-0.10657227  0.03251278  0.90979141],[-0.10599735 -0.04518547  1.126472  ],[-0.12009206  0.04823636  1.17811656]
[-0.19999999  0.075       0.1525    ],[-0.2000078   0.07501312  0.33999848],[-0.20008661  0.07506956  0.51949805],[-0.20018445  0.07514     0.73999828],[-0.20538312  0.09190338  0.9183864 ],[-0.25853676  0.06712469  1.14098179],[-0.26644385  0.17077531  1.16904604]
[-0.19999999  0.075       0.1525    ],[-0.20001553  0.07502201  0.3399983 ],[-0.20315708  0.07689902  0.51946026],[-0.20701852  0.07920693  0.73991483],[-0.2157162   0.10133257  0.91758066],[-0.27423674  0.08429091  1.13955545],[-0.28087419  0.18922625  1.16275215]
[-0.19999999  0.075       0.1525    ],[-0.19997182  0.07498708  0.33999816],[-0.17561197  0.06547078  0.51758039],[-0.14568549  0.05377881  0.73572612],[-0.11771936  0.03631184  0.91191816],[-0.12368095 -0.03641395  1.13023746],[-0.13623278  0.05794797  1.18055391]
[-0.19999999  0.075       0.1525    ],[-0.19992666  0.0749595   0.33999431],[-0.14752182  0.05544407  0.51055145],[-0.08313987  0.03146715  0.72007328],[-0.01661927 -0.0231211   0.87732184],[ 0.0245204  -0.14127609  1.07054532],[ 0.01987954 -0.05444124  1.13404012]
[-0.19999999  0.075       0.1525    ],[-0.19989738  0.07491766  0.33998731],[-0.12472876  0.03292551  0.49746391],[-0.0323795  -0.01866782  0.69092876],[ 0.05201238 -0.12108073  0.81144053],[ 0.10251679 -0.28415298  0.96585917],[ 0.13561672 -0.20591615  1.03201663]
[-0.19999999  0.075       0.1525    ],[-0.19989578  0.07490072  0.33998463],[-0.11782712  0.02758868  0.49242124],[-0.01700152 -0.03054176  0.67970061],[ 0.05872074 -0.1548734   0.78430325],[ 0.09347196 -0.33493122  0.9234392 ],[ 0.14668214 -0.26745021  0.98831105]
[-0.19999999  0.075       0.1525    ],[-0.19988868  0.07492104  0.33998603],[-0.1141313   0.04157934  0.49408144],[-8.77401233e-03  6.12672418e-04  6.83396399e-01],[ 0.08104065 -0.10469656  0.79731292],[ 0.13755029 -0.26933089  0.94794405],[ 0.18011144 -0.19422871  1.0122993 ]
[-0.19999999  0.075       0.1525    ],[-0.19986588  0.07492894  0.33998343],[-0.09592895  0.03643395  0.48114029],[ 0.03176434 -0.01086249  0.65456158],[ 0.13780448 -0.09991106  0.76840043],[ 0.21787597 -0.24667333  0.92662424],[ 0.26234677 -0.16557963  0.98175639]
[-0.19999999  0.075       0.1525    ],[-0.19985062  0.07491986  0.33997908],[-0.08047884  0.02766624  0.46537739],[ 0.0661789  -0.0303922   0.61944693],[ 0.18340477 -0.12593099  0.71570063],[ 0.27928266 -0.28168273  0.85546649],[ 0.3311173  -0.20507744  0.91058636]
[-0.19999999  0.075       0.1525    ],[-0.19984548  0.07492081  0.33997834],[-0.07970351  0.03008323  0.46552658],[ 0.06790155 -0.02500738  0.61978173],[ 0.18755414 -0.12098905  0.7125445 ],[ 0.28645205 -0.27334708  0.85393494],[ 0.3453587  -0.19573972  0.89976621]
[-0.19999999  0.075       0.1525    ],[-0.19986618  0.07492765  0.33998346],[-0.09801099  0.03586368  0.48249522],[ 0.02712473 -0.01213199  0.65758049],[ 0.1318993  -0.10264672  0.77143544],[ 0.20803894 -0.23914365  0.94041866],[ 0.27325004 -0.16257495  0.97886688]
[-0.19999999  0.075       0.1525    ],[-0.19987312  0.07495338  0.33998707],[-0.1137695   0.05678691  0.49641126],[-0.00798476  0.03446528  0.68858272],[ 0.10162941 -0.03295723  0.81337094],[ 0.18918657 -0.15600884  0.9870891 ],[ 0.22534052 -0.06756121  1.03672254]
[-0.19999999  0.075       0.1525    ],[-0.19987558  0.07496225  0.33998787],[-0.11329052  0.05710543  0.49618363],[-0.00691352  0.03516519  0.68807274],[ 0.10629479 -0.01890161  0.81611091],[ 0.20946485 -0.138882    0.98328841],[ 0.21720214 -0.05288776  1.04761958]
[-0.19999999  0.075       0.1525    ],[-0.19984399  0.07495355  0.33998138],[-0.08654952  0.0481942   0.47657299],[0.0526457  0.01531509 0.64438963],[ 0.18830663 -0.03807478  0.74869382],[ 0.33034432 -0.16405281  0.87886357],[ 0.32955649 -0.09068468  0.95766491]
[-0.19999999  0.075       0.1525    ],[-0.19983397  0.07495859  0.33997968],[-0.08052883  0.04887514  0.47148588],[0.06605349 0.01682599 0.63305807],[ 0.20915933 -0.02890623  0.73084772],[ 0.3725259  -0.14831103  0.84059644],[ 0.35845965 -0.0933221   0.93209249]
[-0.19999999  0.075       0.1525    ],[-0.19984308  0.07493073  0.33997861],[-0.0864578   0.03087001  0.47192478],[ 0.05285178 -0.02326716  0.63404006],[ 0.19240239 -0.09946699  0.71682489],[ 0.33966106 -0.25236726  0.80586874],[ 0.3409045  -0.2013851   0.90069699]
[-0.19999999  0.075       0.1525    ],[-0.19985414  0.07490036  0.33997789],[-0.09119783  0.01079912  0.46761626],[ 0.04229956 -0.06796035  0.62444037],[ 0.16225216 -0.16908246  0.71115768],[ 0.26996273 -0.34496307  0.8134079 ],[ 0.29172954 -0.28663641  0.9012565 ]
[-0.19999999  0.075       0.1525    ],[-0.19986144  0.07489995  0.33997852],[-0.09294634  0.00875508  0.46804586],[ 0.03841095 -0.07251459  0.62539566],[ 0.15550891 -0.17604837  0.71316367],[ 0.2588526  -0.35416263  0.81605572],[ 0.2792967  -0.29542363  0.90394717]
[-0.19999999  0.075       0.1525    ],[-0.19983888  0.0749136   0.33997473],[-0.07997266  0.02366974  0.46330732],[ 0.06730027 -0.03929519  0.61484849],[ 0.20521328 -0.14040932  0.66861814],[ 0.33854142 -0.31853876  0.72765434],[ 0.36773095 -0.27120119  0.8198514 ]
[-0.19999999  0.075       0.1525    ],[-0.19984384  0.07491204  0.33997309],[-0.07802619  0.02488714  0.46188203],[ 0.07164548 -0.03658219  0.6116783 ],[ 0.20948082 -0.14866026  0.63569355],[ 0.33941549 -0.33758634  0.65615308],[ 0.37221625 -0.29623833  0.75000203]
[-0.19999999  0.075       0.1525    ],[-0.19984603  0.07490665  0.33996996],[-0.07233155  0.0199497   0.45364302],[ 0.08434175 -0.04758282  0.59332854],[ 0.21519271 -0.16907051  0.57730818],[ 0.33173922 -0.365641    0.54952335],[ 0.37547511 -0.33220041  0.6420542 ]
[-0.19999999  0.075       0.1525    ],[-0.19984262  0.0749291   0.33997267],[-0.07971747  0.04265497  0.46932554],[0.06787511 0.00299328 0.62826866],[ 0.21433645 -0.10037839  0.62923551],[ 0.35771352 -0.28018689  0.61885339],[ 0.37882128 -0.23482682  0.71419495]
[-0.19999999  0.075       0.1525    ],[-0.19983327  0.07495449  0.33997312],[-0.07499297  0.05943466  0.46794993],[0.07839444 0.04035829 0.62520146],[ 0.23987429 -0.03724386  0.63148838],[ 0.41124821 -0.19091125  0.62792325],[ 0.42518747 -0.14261609  0.72314066]
[-0.19999999  0.075       0.1525    ],[-0.19982569  0.07495809  0.33997113],[-0.06630692  0.06251808  0.45922139],[0.09774454 0.04722574 0.60575604],[ 0.26097658 -0.02688248  0.6049639 ],[ 0.43530181 -0.17681779  0.59378356],[ 0.45285583 -0.1285533   0.68841672]
[-0.19999999  0.075       0.1525    ],[-0.19981968  0.07496773  0.33997139],[-0.06239233  0.0619997   0.45463789],[0.10646326 0.04606064 0.59553939],[ 0.27749988 -0.00552201  0.61045164],[ 0.47100222 -0.13018893  0.6137107 ],[ 0.47037238 -0.08429773  0.71110922]
[-0.19999999  0.075       0.1525    ],[-0.19981286  0.07497433  0.33997002],[-0.0564307   0.06481908  0.44739532],[0.11974324 0.05233644 0.57940328],[0.29273051 0.00604883 0.58773774],[ 0.49015626 -0.11219762  0.58168846],[ 0.49211627 -0.06933052  0.68043786]
[-0.19999999  0.075       0.1525    ],[-0.19981688  0.0749688   0.33996978],[-0.05517621  0.06229023  0.44542164],[0.12254346 0.04670672 0.57500625],[ 0.29421079 -0.00481017  0.57864326],[ 0.48762426 -0.12923585  0.56837898],[ 0.48115906 -0.08053009  0.66418493]
[-0.19999999  0.075       0.1525    ],[-0.19980823  0.07497592  0.33996925],[-0.04925118  0.06347247  0.43693072],[0.13573863 0.04933407 0.55608529],[0.30937055 0.00886656 0.57479841],[ 0.51047927 -0.10294385  0.58178288],[ 0.4912796  -0.054587    0.67604715]
[-0.19999999  0.075       0.1525    ],[-0.19981167  0.07496835  0.33996946],[-0.04774021  0.06130348  0.4342508 ],[0.13910779 0.04450825 0.55011332],[ 0.30890012 -0.00944884  0.56999737],[ 0.49904531 -0.13798332  0.5878064 ],[ 0.48972967 -0.07583431  0.6752342 ]
[-0.19999999  0.075       0.1525    ],[-0.19980855  0.07497909  0.33996734],[-0.04153728  0.07220201  0.42447978],[0.15293095 0.06878346 0.52834666],[0.32541054 0.02019262 0.52321702],[ 0.52002466 -0.10207953  0.51024657],[ 0.51951611 -0.04320937  0.60039622]
[-0.19999999  0.075       0.1525    ],[-0.19980839  0.07496826  0.33996692],[-0.03955232  0.05570785  0.41836819],[0.1573579  0.03203797 0.51472664],[ 0.32986069 -0.01651454  0.51006204],[ 0.52453756 -0.13869412  0.49715111],[ 0.52478933 -0.08080924  0.58793741]
[-0.19999999  0.075       0.1525    ],[-0.19981644  0.07493975  0.33996448],[-0.03298891  0.0260319   0.38439709],[ 0.17200267 -0.03406935  0.43903276],[ 0.32983905 -0.10806271  0.3972044 ],[ 0.49687412 -0.25840905  0.3473087 ],[ 0.52564055 -0.19736591  0.43120825]
[-0.19999999  0.075       0.1525    ],[-0.1998224   0.07493136  0.3399643 ],[-0.0319441   0.02244234  0.37544742],[ 0.17433777 -0.04206099  0.41909164],[ 0.32177573 -0.1305116   0.36834177],[ 0.47350803 -0.29615477  0.31802997],[ 0.51694667 -0.22843336  0.38958338]
[-0.19999999  0.075       0.1525    ],[-0.19981816  0.07493686  0.3399643 ],[-0.03036676  0.02524626  0.37181979],[ 0.17784773 -0.03581717  0.41100687],[ 0.33369458 -0.11558309  0.37246251],[ 0.49612212 -0.27200428  0.32617939],[ 0.52578729 -0.21201257  0.41052315]
[-0.19999999  0.075       0.1525    ],[-0.19983445  0.07490882  0.33996421],[-0.03977903 -0.00297192  0.36263543],[ 0.15689284 -0.09867629  0.39054173],[ 0.29170704 -0.20171443  0.33270472],[ 0.41775969 -0.38017064  0.26019531],[ 0.46541736 -0.3365168   0.34631109]
[-0.19999999  0.075       0.1525    ],[-0.19986489  0.07488684  0.33996528],[-0.05475077 -0.02849183  0.36123011],[ 0.12355945 -0.15552878  0.38740844],[ 0.22090597 -0.27764839  0.2993803 ],[ 0.29015458 -0.46918634  0.19207601],[ 0.35803455 -0.4468793   0.27262169]
[-0.19999999  0.075       0.1525    ],[-0.20032379  0.07532838  0.34009168],[-0.05696042 -0.03269421  0.33682829],[ 0.11923228 -0.16530648  0.33262953],[ 0.20089722 -0.27949905  0.22136384],[ 0.24936344 -0.45970061  0.08674967],[ 0.33200142 -0.45679826  0.15575734]
[-0.19999999  0.075       0.1525    ],[-0.20053317  0.07549074  0.34012944],[-0.04812066 -0.01945344  0.33277667],[ 0.13908969 -0.13579533  0.32346329],[ 0.23585051 -0.24270648  0.21710227],[ 0.31312883 -0.42372847  0.09762959],[ 0.40273365 -0.40119788  0.1530174 ]
[-0.19999999  0.075       0.1525    ],[-0.19986941  0.07490019  0.33996716],[-0.04946943 -0.02285793  0.34455112],[ 0.13533847 -0.14299148  0.35023716],[ 0.22192983 -0.25013697  0.23551814],[ 0.28480145 -0.42920363  0.10522349],[ 0.37848788 -0.41386214  0.15602456]
[-0.19999999  0.075       0.1525    ],[-0.1998695   0.07489026  0.33996588],[-0.05449441 -0.02643046  0.3682076 ],[ 0.12413496 -0.15093954  0.40295663],[ 0.21296363 -0.26999223  0.30258298],[ 0.27523184 -0.46050951  0.18935421],[ 0.36489075 -0.44592476  0.24716219]
[-0.19999999  0.075       0.1525    ],[-0.19984242  0.07490867  0.33996511],[-4.53276113e-02 -2.29172409e-04  3.91703904e-01],[ 0.144532   -0.09256297  0.45531586],[ 0.26805606 -0.20023605  0.3826066 ],[ 0.38066888 -0.3840189   0.30176133],[ 0.45623547 -0.34754318  0.36923268]
[-0.19999999  0.075       0.1525    ],[-0.19982561  0.07493184  0.33996573],[-0.04315031  0.02782386  0.4136689 ],[ 0.14936087 -0.03006652  0.50426066],[ 0.29779795 -0.12015993  0.45967841],[ 0.44874388 -0.28749222  0.41267607],[ 0.49431318 -0.22687727  0.48911145]
[-0.19999999  0.075       0.1525    ],[-0.19982627  0.07493507  0.33996585],[-0.04160167  0.02821337  0.41053951],[ 0.15281355 -0.02920239  0.4972868 ],[ 0.30048713 -0.11779711  0.44746771],[ 0.45128709 -0.28359669  0.39488429],[ 0.48707157 -0.21622591  0.47086889]
[-0.19999999  0.075       0.1525    ],[-0.19983251  0.07492734  0.33996513],[-0.03967729  0.021769    0.40097627],[ 0.15711138 -0.04355702  0.47597891],[ 0.29454657 -0.13873978  0.41124642],[ 0.43021518 -0.31103814  0.34123477],[ 0.476114   -0.24844679  0.41585776]
[-0.19999999  0.075       0.1525    ],[-0.19983152  0.07493094  0.33996534],[-0.03816694  0.02254979  0.39757335],[ 0.16047715 -0.04182123  0.46839496],[ 0.29829022 -0.13406178  0.40029201],[ 0.43589091 -0.30344403  0.32700551],[ 0.49266648 -0.24614802  0.39832741]
[-0.19999999  0.075       0.1525    ],[-0.19984424  0.07492822  0.33996576],[-0.03601517  0.01991752  0.38825202],[ 0.16528888 -0.04768727  0.44762403],[ 0.28268832 -0.14386399  0.35219431],[ 0.39301327 -0.31642002  0.247087  ],[ 0.47268561 -0.27448684  0.30613926]
[-0.19999999  0.075       0.1525    ],[-0.19984011  0.07494188  0.33996594],[-0.03353661  0.02396827  0.38403839],[ 0.17081311 -0.03867347  0.43823051],[ 0.29861927 -0.1101652   0.33482006],[ 0.42623433 -0.25617152  0.21075162],[ 0.50966841 -0.22210218  0.26966891]
[-0.19999999  0.075       0.1525    ],[-0.19984873  0.07492803  0.33996671],[-0.03537479  0.00372386  0.34866846],[ 0.16673204 -0.08377896  0.35940999],[ 0.28338552 -0.16110846  0.24738184],[ 0.38780287 -0.30824763  0.10439944],[ 0.47494137 -0.29795575  0.16680203]
